FQ;1;2001;1653240;;9000;20200201;20200209
FQ;1;2001;1723264;;9001;20200201;20200229
FQ;1;2001;1651968;;9000;20200226;20200229
FQ;1;2001;1817396;;9000;20200210;20200223
FQ;1;2001;1709304;;9000;20200210;20200223
FQ;1;2001;1710915;;9000;20200201;20200202
FQ;1;2001;1657945;;9006;20200221;20200222
FQ;1;2001;1657945;;9006;20200226;20200229
FQ;1;2001;1661029;;9000;20200226;20200229
FQ;1;2001;1739355;;9001;20200226;20200229
FQ;1;2001;1651969;;9000;20200210;20200229
FQ;1;2001;1646463;;9000;20200210;20200223
FQ;1;2001;1711374;;9001;20200201;20200216
FQ;1;2001;1711374;;9000;20200218;20200229
FQ;1;2001;1693501;;9000;20200201;20200209
FQ;1;2001;1787932;;9001;20200222;20200222
FQ;1;2001;1730485;;9001;20200228;20200228
FQ;1;2001;1709241;;9001;20200203;20200203
FQ;1;2001;1709241;;9001;20200218;20200219
FQ;1;2001;1710777;;9000;20200210;20200223
FQ;1;2001;60016962;;9000;20200203;20200216
FQ;1;2001;1717703;;9000;20200203;20200223
FQ;1;2001;1663480;;9000;20200210;20200223
FQ;1;2001;1659872;;9000;20200203;20200208
FQ;1;2001;1659872;;9000;20200210;20200215
FQ;1;2001;1659872;;9000;20200217;20200221
FQ;1;2001;1659872;;9000;20200224;20200224
FQ;1;2001;1695052;;9000;20200203;20200229
FQ;1;2001;1688485;;9000;20200201;20200202
FQ;1;2001;1531431;;9000;20200201;20200202
FQ;1;2001;1700194;;9000;20200201;20200202
FQ;1;2001;1681496;;9000;20200210;20200223
FQ;1;2001;1653031;;9000;20200210;20200223
FQ;1;2001;1668501;;9000;20200210;20200223
FQ;1;2001;1716382;;9001;20200201;20200229
FQ;1;2001;1679971;;9000;20200203;20200207
FQ;1;2001;1659821;;9000;20200203;20200216
FQ;1;2001;1699258;;9007;20200221;20200221
FQ;1;2001;1679087;;9001;20200201;20200207
FQ;1;2001;1679087;;9000;20200211;20200229
FQ;1;2001;1711724;;9000;20200203;20200216
FQ;1;2001;1625357;;9001;20200201;20200229
FQ;1;2001;1698390;;9000;20200203;20200216
FQ;1;2001;1698387;;9000;20200203;20200216
FQ;1;2001;1683725;;9000;20200201;20200202
FQ;1;2001;1740882;;9000;20200203;20200216
FQ;1;2001;1726117;;9000;20200217;20200229
FQ;1;2001;1709240;;9006;20200222;20200222
FQ;1;2001;1694092;;9000;20200210;20200223
FQ;1;2001;1688477;;9012;20200201;20200201
FQ;1;2001;1688477;;9000;20200203;20200216
FQ;1;2001;1659822;;9000;20200203;20200216
FQ;1;2001;1787920;;9001;20200214;20200215
FQ;1;2001;1787920;;9001;20200217;20200217
FQ;1;2001;1679088;;9000;20200210;20200223
FQ;1;2001;1709305;;9000;20200203;20200216
FQ;1;2001;1819888;;9000;20200217;20200223
FQ;1;2001;1679086;;9006;20200203;20200205
FQ;1;2001;1679086;;9006;20200229;20200229
FQ;1;2001;1679086;;9007;20200210;20200210
FQ;1;2001;1762604;;9001;20200201;20200213
FQ;1;2001;1762604;;9001;20200215;20200229
FQ;1;2001;1762604;;9006;20200214;20200214
FQ;1;2001;1701144;;9000;20200203;20200216
FQ;1;2001;1760823;;9006;20200217;20200217
FQ;1;2001;1760823;;9001;20200220;20200221
FQ;1;2001;60016878;;9000;20200201;20200209
FQ;1;2001;1709230;;9000;20200203;20200223
FQ;1;2001;60016853;;9000;20200203;20200222
FQ;1;2001;1741508;;9000;20200201;20200204
FQ;1;2001;1639033;;9000;20200226;20200229
FQ;1;2001;1623903;;2021;20200226;20200226
FQ;1;2001;1628432;;9000;20200203;20200223
FQ;1;2001;1667353;;9000;20200226;20200229
FQ;1;2001;1717701;;9000;20200203;20200216
FQ;1;2001;1677384;;9000;20200217;20200229
FQ;1;2001;1623465;;9000;20200226;20200229
FQ;1;2001;1798252;;9000;20200203;20200216
FQ;1;2001;1798252;;9001;20200226;20200226
FQ;1;2001;1709311;;9000;20200201;20200202
FQ;1;2001;1623549;;9000;20200201;20200201
FQ;1;2001;60016904;;9000;20200201;20200201
FQ;1;2001;60016904;;9000;20200209;20200221
FQ;1;2001;60016904;;9000;20200223;20200223
FQ;1;2001;1710916;;9001;20200201;20200229
FQ;1;2001;1631921;;9000;20200203;20200223
FQ;1;2001;1709547;;9000;20200210;20200223
FQ;1;2001;1694970;;9000;20200203;20200223
FQ;1;2001;1700192;;9000;20200203;20200223
FQ;1;2001;1572027;;9000;20200203;20200216
FQ;1;2001;1685168;;9000;20200203;20200216
FQ;1;2001;1703609;;9000;20200210;20200223
FQ;1;2001;1711365;;9000;20200201;20200202
FQ;1;2001;1699659;;9001;20200213;20200215
FQ;1;2001;1699644;;9000;20200203;20200216
FQ;1;2001;1692019;;9001;20200204;20200204
FQ;1;2001;1711570;;9000;20200210;20200223
FQ;1;2001;1623567;;9000;20200210;20200223
FQ;1;2001;1711371;;9000;20200203;20200208
FQ;1;2001;1711371;;9000;20200210;20200216
FQ;1;2001;1741705;;9001;20200203;20200204
FQ;1;2001;1741705;;9001;20200208;20200208
FQ;1;2001;1741705;;9001;20200217;20200217
FQ;1;2001;1741705;;9001;20200222;20200222
FQ;1;2001;1741705;;9006;20200227;20200227
FQ;1;2001;1657942;;9000;20200226;20200229
FQ;1;2001;1699660;;9000;20200203;20200216
FQ;1;2001;1699660;;9006;20200222;20200222
FQ;1;2001;1764663;;9000;20200203;20200223
FQ;1;2001;60017005;;9000;20200203;20200216
FQ;1;2001;1700193;;9000;20200201;20200202
FQ;1;2001;1760880;;9000;20200203;20200216
FQ;1;2001;1700197;;9001;20200227;20200227
FQ;1;2001;1701147;;9002;20200201;20200220
FQ;1;2001;1701146;;9000;20200201;20200202
FQ;1;2001;1741704;;9001;20200208;20200211
FQ;1;2001;1741704;;9006;20200221;20200222
FQ;1;2001;1741704;;9006;20200226;20200229
FQ;1;2001;1700161;;9006;20200203;20200204
FQ;1;2001;1700161;;9007;20200210;20200211
FQ;1;2001;1817627;;9000;20200210;20200223
FQ;1;2001;60016988;;9000;20200210;20200223
FQ;1;2001;1679047;;9000;20200203;20200229
FQ;1;2001;1640387;;9001;20200201;20200229
FQ;1;2001;1727152;;9000;20200201;20200202
FQ;1;2001;1727946;;9000;20200217;20200223
FQ;1;2001;1638859;;9000;20200210;20200223
FQ;1;2001;1693496;;9000;20200203;20200209
FQ;1;2001;1693496;;2021;20200214;20200214
FQ;1;2001;1693496;;9003;20200227;20200227
FQ;1;2001;1623481;;9000;20200203;20200216
FQ;1;2001;60017025;;9000;20200210;20200224
FQ;1;2001;1647932;;9020;20200220;20200220
FQ;1;2001;1748564;;9001;20200213;20200215
FQ;1;2001;1748564;;9001;20200218;20200219
FQ;1;2001;60017013;;9006;20200203;20200203
FQ;1;2001;1740802;;9001;20200201;20200229
FQ;1;2001;1709310;;9000;20200201;20200209
FQ;1;2001;1691935;;9000;20200201;20200202
FQ;1;2001;1692032;;9000;20200203;20200207
FQ;1;2001;1692032;;9000;20200210;20200214
FQ;1;2001;1692032;;9000;20200217;20200217
FQ;1;2001;1692032;;9000;20200219;20200219
FQ;1;2001;1692032;;9000;20200221;20200221
FQ;1;2001;1692032;;9000;20200227;20200227
FQ;1;2001;1692032;;9003;20200220;20200220
FQ;1;2001;60016949;;9000;20200201;20200216
FQ;1;2001;1699291;;9000;20200203;20200215
FQ;1;2001;1797188;;9001;20200219;20200220
FQ;1;2001;1793003;;9001;20200201;20200229
FQ;1;2001;1625221;;9000;20200203;20200223
FQ;1;2001;1688474;;9002;20200201;20200228
FQ;1;2001;1643060;;9000;20200218;20200218
FQ;1;2001;1643060;;9000;20200226;20200226
FQ;1;2001;1643060;;9000;20200228;20200228
FQ;1;2001;1574145;;9000;20200201;20200209
FQ;1;2001;60016856;;9000;20200210;20200223
FQ;1;2001;1657946;;9000;20200203;20200223
FQ;1;2001;1710774;;9000;20200203;20200216
FQ;1;2001;1651413;;9000;20200203;20200216
FQ;1;2001;1713227;;9000;20200226;20200229
FQ;1;2001;1577511;;9000;20200210;20200223
FQ;1;2001;1711487;;9000;20200203;20200216
FQ;1;2001;1651956;;9001;20200201;20200228
FQ;1;2001;1696481;;9006;20200201;20200201
FQ;1;2001;1696481;;9000;20200203;20200223
FQ;1;2001;1696481;;9020;20200226;20200226
FQ;1;2001;1696481;;9004;20200227;20200229
FQ;1;2001;1623410;;9000;20200210;20200223
FQ;1;2001;1701190;;9000;20200201;20200209
FQ;1;2001;1710682;;9000;20200203;20200216
FQ;1;2001;60017037;;9000;20200217;20200229
FQ;1;2001;1802848;;9000;20200226;20200229
FQ;1;2001;60016887;;9000;20200201;20200202
FQ;1;2001;60016887;;9000;20200225;20200229
FQ;1;2001;1688475;;9004;20200201;20200203
FQ;1;2001;1688475;;9002;20200204;20200210
FQ;1;2001;1688475;;9020;20200227;20200227
FQ;1;2001;1696551;;9000;20200203;20200207
FQ;1;2001;1696551;;9000;20200210;20200214
FQ;1;2001;1683727;;9000;20200203;20200216
FQ;1;2001;1688476;;9000;20200203;20200229
FQ;1;2001;1710901;;9000;20200203;20200210
FQ;1;2001;1710901;;9001;20200211;20200217
FQ;1;2001;1701189;;9000;20200210;20200223
FQ;1;2001;1668506;;9000;20200210;20200223
FQ;1;2001;1691826;;9006;20200217;20200217
FQ;1;2001;1802502;;9000;20200203;20200208
FQ;1;2001;1802502;;9000;20200210;20200215
FQ;1;2001;1709424;;9000;20200214;20200214
FQ;1;2001;60016976;;9006;20200204;20200204
FQ;1;2001;1732631;;9006;20200204;20200204
