legajo;concepto;fecha;cant
1748391;9000;06/03/2020;1
1710777;9000;10/02/2020;1
1710777;9000;11/02/2020;1
1710777;9000;12/02/2020;1
1710777;9000;13/02/2020;1
1710777;9000;14/02/2020;1
1710777;9000;15/02/2020;1
1710777;9000;16/02/2020;1
1710777;9000;17/02/2020;1
1710777;9000;18/02/2020;1
1710777;9000;19/02/2020;1
1710777;9000;20/02/2020;1
1710777;9000;21/02/2020;1
1710777;9000;22/02/2020;1
1710777;9000;23/02/2020;1
60016962;9000;07/02/2020;1
60016962;9000;08/02/2020;1
60016962;9000;09/02/2020;1
60016962;9000;10/02/2020;1
60016962;9000;11/02/2020;1
60016962;9000;12/02/2020;1
60016962;9000;13/02/2020;1
60016962;9000;14/02/2020;1
60016962;9000;15/02/2020;1
60016962;9000;16/02/2020;1
1717703;9000;07/02/2020;1
1717703;9000;08/02/2020;1
1717703;9000;09/02/2020;1
1717703;9000;10/02/2020;1
1717703;9000;11/02/2020;1
1717703;9000;12/02/2020;1
1717703;9000;13/02/2020;1
1717703;9000;14/02/2020;1
1717703;9000;15/02/2020;1
1717703;9000;16/02/2020;1
1717703;9000;17/02/2020;1
1717703;9000;18/02/2020;1
1717703;9000;19/02/2020;1
1717703;9000;20/02/2020;1
1717703;9000;21/02/2020;1
1717703;9000;22/02/2020;1
1717703;9000;23/02/2020;1
1663480;9000;10/02/2020;1
1663480;9000;11/02/2020;1
1663480;9000;12/02/2020;1
1663480;9000;13/02/2020;1
1663480;9000;14/02/2020;1
1663480;9000;15/02/2020;1
1663480;9000;16/02/2020;1
1663480;9000;17/02/2020;1
1663480;9000;18/02/2020;1
1663480;9000;19/02/2020;1
1663480;9000;20/02/2020;1
1663480;9000;21/02/2020;1
1663480;9000;22/02/2020;1
1663480;9000;23/02/2020;1
1659872;9000;07/02/2020;1
1659872;9000;08/02/2020;1
1659872;9000;10/02/2020;1
1659872;9000;11/02/2020;1
1659872;9000;12/02/2020;1
1659872;9000;13/02/2020;1
1659872;9000;14/02/2020;1
1659872;9000;15/02/2020;1
1659872;9000;17/02/2020;1
1659872;9000;18/02/2020;1
1659872;9000;19/02/2020;1
1659872;9000;20/02/2020;1
1659872;9000;21/02/2020;1
1659872;9000;24/02/2020;1
1695052;9000;07/02/2020;1
1695052;9000;08/02/2020;1
1695052;9000;09/02/2020;1
1695052;9000;10/02/2020;1
1695052;9000;11/02/2020;1
1695052;9000;12/02/2020;1
1695052;9000;13/02/2020;1
1695052;9000;14/02/2020;1
1695052;9000;15/02/2020;1
1695052;9000;16/02/2020;1
1695052;9000;17/02/2020;1
1695052;9000;18/02/2020;1
1695052;9000;19/02/2020;1
1695052;9000;20/02/2020;1
1695052;9000;21/02/2020;1
1695052;9000;22/02/2020;1
1695052;9000;23/02/2020;1
1695052;9000;24/02/2020;1
1695052;9000;25/02/2020;1
1695052;9000;26/02/2020;1
1695052;9000;27/02/2020;1
1695052;9000;28/02/2020;1
1695052;9000;29/02/2020;1
1681496;9000;10/02/2020;1
1681496;9000;11/02/2020;1
1681496;9000;12/02/2020;1
1681496;9000;13/02/2020;1
1681496;9000;14/02/2020;1
1681496;9000;15/02/2020;1
1681496;9000;16/02/2020;1
1681496;9000;17/02/2020;1
1681496;9000;18/02/2020;1
1681496;9000;19/02/2020;1
1681496;9000;20/02/2020;1
1681496;9000;21/02/2020;1
1681496;9000;22/02/2020;1
1681496;9000;23/02/2020;1
1653031;9000;10/02/2020;1
1653031;9000;11/02/2020;1
1653031;9000;12/02/2020;1
1653031;9000;13/02/2020;1
1653031;9000;14/02/2020;1
1653031;9000;15/02/2020;1
1653031;9000;16/02/2020;1
1653031;9000;17/02/2020;1
1653031;9000;18/02/2020;1
1653031;9000;19/02/2020;1
1653031;9000;20/02/2020;1
1653031;9000;21/02/2020;1
1653031;9000;22/02/2020;1
1653031;9000;23/02/2020;1
1668501;9000;10/02/2020;1
1668501;9000;11/02/2020;1
1668501;9000;12/02/2020;1
1668501;9000;13/02/2020;1
1668501;9000;14/02/2020;1
1668501;9000;15/02/2020;1
1668501;9000;16/02/2020;1
1668501;9000;17/02/2020;1
1668501;9000;18/02/2020;1
1668501;9000;19/02/2020;1
1668501;9000;20/02/2020;1
1668501;9000;21/02/2020;1
1668501;9000;22/02/2020;1
1668501;9000;23/02/2020;1
1716382;9001;07/02/2020;1
1716382;9001;08/02/2020;1
1716382;9001;09/02/2020;1
1716382;9001;10/02/2020;1
1716382;9001;11/02/2020;1
1716382;9001;12/02/2020;1
1716382;9001;13/02/2020;1
1716382;9001;14/02/2020;1
1716382;9001;15/02/2020;1
1716382;9001;16/02/2020;1
1716382;9001;17/02/2020;1
1716382;9001;18/02/2020;1
1716382;9001;19/02/2020;1
1716382;9001;20/02/2020;1
1716382;9001;21/02/2020;1
1716382;9001;22/02/2020;1
1716382;9001;23/02/2020;1
1716382;9001;24/02/2020;1
1716382;9001;25/02/2020;1
1716382;9001;26/02/2020;1
1716382;9001;27/02/2020;1
1716382;9001;28/02/2020;1
1716382;9001;29/02/2020;1
1716382;9001;01/03/2020;1
1716382;9001;02/03/2020;1
1716382;9001;03/03/2020;1
1716382;9001;04/03/2020;1
1716382;9001;05/03/2020;1
1716382;9001;06/03/2020;1
1679971;9000;07/02/2020;1
1659821;9000;07/02/2020;1
1659821;9000;08/02/2020;1
1659821;9000;09/02/2020;1
1659821;9000;10/02/2020;1
1659821;9000;11/02/2020;1
1659821;9000;12/02/2020;1
1659821;9000;13/02/2020;1
1659821;9000;14/02/2020;1
1659821;9000;15/02/2020;1
1659821;9000;16/02/2020;1
1699258;9007;21/02/2020;1
1679087;9001;07/02/2020;1
1679087;9000;11/02/2020;1
1679087;9000;12/02/2020;1
1679087;9000;13/02/2020;1
1679087;9000;14/02/2020;1
1679087;9000;15/02/2020;1
1679087;9000;16/02/2020;1
1679087;9000;17/02/2020;1
1679087;9000;18/02/2020;1
1679087;9000;19/02/2020;1
1679087;9000;20/02/2020;1
1679087;9000;21/02/2020;1
1679087;9000;22/02/2020;1
1679087;9000;23/02/2020;1
1679087;9000;24/02/2020;1
1679087;9000;25/02/2020;1
1679087;9000;26/02/2020;1
1679087;9000;27/02/2020;1
1679087;9000;28/02/2020;1
1679087;9000;29/02/2020;1
1679087;9000;02/03/2020;1
1679087;9006;03/03/2020;1
1711724;9000;07/02/2020;1
1711724;9000;08/02/2020;1
1711724;9000;09/02/2020;1
1711724;9000;10/02/2020;1
1711724;9000;11/02/2020;1
1711724;9000;12/02/2020;1
1711724;9000;13/02/2020;1
1711724;9000;14/02/2020;1
1711724;9000;15/02/2020;1
1711724;9000;16/02/2020;1
1625357;9001;07/02/2020;1
1625357;9001;08/02/2020;1
1625357;9001;09/02/2020;1
1625357;9001;10/02/2020;1
1625357;9001;11/02/2020;1
1625357;9001;12/02/2020;1
1625357;9001;13/02/2020;1
1625357;9001;14/02/2020;1
1625357;9001;15/02/2020;1
1625357;9001;16/02/2020;1
1625357;9001;17/02/2020;1
1625357;9001;18/02/2020;1
1625357;9001;19/02/2020;1
1625357;9001;20/02/2020;1
1625357;9001;21/02/2020;1
1625357;9001;22/02/2020;1
1625357;9001;23/02/2020;1
1625357;9001;24/02/2020;1
1625357;9001;25/02/2020;1
1625357;9001;26/02/2020;1
1625357;9001;27/02/2020;1
1625357;9001;28/02/2020;1
1625357;9001;29/02/2020;1
1625357;9001;01/03/2020;1
1625357;9001;02/03/2020;1
1625357;9001;03/03/2020;1
1625357;9001;04/03/2020;1
1625357;9001;05/03/2020;1
1625357;9001;06/03/2020;1
1609108;9000;02/03/2020;1
1609108;9000;03/03/2020;1
1609108;9000;04/03/2020;1
1609108;9000;05/03/2020;1
1609108;9000;06/03/2020;1
1698390;9000;07/02/2020;1
1698390;9000;08/02/2020;1
1698390;9000;09/02/2020;1
1698390;9000;10/02/2020;1
1698390;9000;11/02/2020;1
1698390;9000;12/02/2020;1
1698390;9000;13/02/2020;1
1698390;9000;14/02/2020;1
1698390;9000;15/02/2020;1
1698390;9000;16/02/2020;1
1698387;9000;07/02/2020;1
1698387;9000;08/02/2020;1
1698387;9000;09/02/2020;1
1698387;9000;10/02/2020;1
1698387;9000;11/02/2020;1
1698387;9000;12/02/2020;1
1698387;9000;13/02/2020;1
1698387;9000;14/02/2020;1
1698387;9000;15/02/2020;1
1698387;9000;16/02/2020;1
1683725;9001;04/03/2020;1
1683725;9001;05/03/2020;1
1740882;9000;07/02/2020;1
1740882;9000;08/02/2020;1
1740882;9000;09/02/2020;1
1740882;9000;10/02/2020;1
1740882;9000;11/02/2020;1
1740882;9000;12/02/2020;1
1740882;9000;13/02/2020;1
1740882;9000;14/02/2020;1
1740882;9000;15/02/2020;1
1740882;9000;16/02/2020;1
1726117;9000;17/02/2020;1
1726117;9000;18/02/2020;1
1726117;9000;19/02/2020;1
1726117;9000;20/02/2020;1
1726117;9000;21/02/2020;1
1726117;9000;22/02/2020;1
1726117;9000;23/02/2020;1
1726117;9000;24/02/2020;1
1726117;9000;25/02/2020;1
1726117;9000;26/02/2020;1
1726117;9000;27/02/2020;1
1726117;9000;28/02/2020;1
1726117;9000;29/02/2020;1
1726117;9000;01/03/2020;1
1709240;9006;22/02/2020;1
1694092;9000;10/02/2020;1
1694092;9000;11/02/2020;1
1694092;9000;12/02/2020;1
1694092;9000;13/02/2020;1
1694092;9000;14/02/2020;1
1694092;9000;15/02/2020;1
1694092;9000;16/02/2020;1
1694092;9000;17/02/2020;1
1694092;9000;18/02/2020;1
1694092;9000;19/02/2020;1
1694092;9000;20/02/2020;1
1694092;9000;21/02/2020;1
1694092;9000;22/02/2020;1
1694092;9000;23/02/2020;1
1694092;9001;02/03/2020;1
1644631;9000;02/03/2020;1
1644631;9000;03/03/2020;1
1644631;9000;04/03/2020;1
1644631;9000;05/03/2020;1
1644631;9000;06/03/2020;1
1688477;9000;07/02/2020;1
1688477;9000;08/02/2020;1
1688477;9000;09/02/2020;1
1688477;9000;10/02/2020;1
1688477;9000;11/02/2020;1
1688477;9000;12/02/2020;1
1688477;9000;13/02/2020;1
1688477;9000;14/02/2020;1
1688477;9000;15/02/2020;1
1688477;9000;16/02/2020;1
1659822;9000;07/02/2020;1
1659822;9000;08/02/2020;1
1659822;9000;09/02/2020;1
1659822;9000;10/02/2020;1
1659822;9000;11/02/2020;1
1659822;9000;12/02/2020;1
1659822;9000;13/02/2020;1
1659822;9000;14/02/2020;1
1659822;9000;15/02/2020;1
1659822;9000;16/02/2020;1
1659822;9000;02/03/2020;1
1777581;9000;02/03/2020;1
1777581;9000;03/03/2020;1
1777581;9000;04/03/2020;1
1777581;9000;05/03/2020;1
1777581;9000;06/03/2020;1
1787920;9001;14/02/2020;1
1787920;9001;15/02/2020;1
1787920;9001;17/02/2020;1
1679088;9000;10/02/2020;1
1679088;9000;11/02/2020;1
1679088;9000;12/02/2020;1
1679088;9000;13/02/2020;1
1679088;9000;14/02/2020;1
1679088;9000;15/02/2020;1
1679088;9000;16/02/2020;1
1679088;9000;17/02/2020;1
1679088;9000;18/02/2020;1
1679088;9000;19/02/2020;1
1679088;9000;20/02/2020;1
1679088;9000;21/02/2020;1
1679088;9000;22/02/2020;1
1679088;9000;23/02/2020;1
1709305;9000;07/02/2020;1
1709305;9000;08/02/2020;1
1709305;9000;09/02/2020;1
1709305;9000;10/02/2020;1
1709305;9000;11/02/2020;1
1709305;9000;12/02/2020;1
1709305;9000;13/02/2020;1
1709305;9000;14/02/2020;1
1709305;9000;15/02/2020;1
1709305;9000;16/02/2020;1
1819888;9000;17/02/2020;1
1819888;9000;18/02/2020;1
1819888;9000;19/02/2020;1
1819888;9000;20/02/2020;1
1819888;9000;21/02/2020;1
1819888;9000;22/02/2020;1
1819888;9000;23/02/2020;1
1679086;9007;10/02/2020;1
1679086;9006;29/02/2020;1
1762604;9001;07/02/2020;1
1762604;9001;08/02/2020;1
1762604;9001;09/02/2020;1
1762604;9001;10/02/2020;1
1762604;9001;11/02/2020;1
1762604;9001;12/02/2020;1
1762604;9001;13/02/2020;1
1762604;9006;14/02/2020;1
1762604;9001;15/02/2020;1
1762604;9001;16/02/2020;1
1762604;9001;17/02/2020;1
1762604;9001;18/02/2020;1
1762604;9001;19/02/2020;1
1762604;9001;20/02/2020;1
1762604;9001;21/02/2020;1
1762604;9001;22/02/2020;1
1762604;9001;23/02/2020;1
1762604;9001;24/02/2020;1
1762604;9001;25/02/2020;1
1762604;9001;26/02/2020;1
1762604;9001;27/02/2020;1
1762604;9001;28/02/2020;1
1762604;9001;29/02/2020;1
1762604;9001;01/03/2020;1
1762604;9001;02/03/2020;1
1762604;9001;03/03/2020;1
1762604;9001;04/03/2020;1
1762604;9001;05/03/2020;1
1762604;9001;06/03/2020;1
1701144;9000;07/02/2020;1
1701144;9000;08/02/2020;1
1701144;9000;09/02/2020;1
1701144;9000;10/02/2020;1
1701144;9000;11/02/2020;1
1701144;9000;12/02/2020;1
1701144;9000;13/02/2020;1
1701144;9000;14/02/2020;1
1701144;9000;15/02/2020;1
1701144;9000;16/02/2020;1
1683723;9001;06/03/2020;1
1760823;9006;17/02/2020;1
1760823;9001;20/02/2020;1
1760823;9001;21/02/2020;1
1760823;9006;02/03/2020;1
60016878;9000;07/02/2020;1
60016878;9000;08/02/2020;1
60016878;9000;09/02/2020;1
1709230;9000;07/02/2020;1
1709230;9000;08/02/2020;1
1709230;9000;09/02/2020;1
1709230;9000;10/02/2020;1
1709230;9000;11/02/2020;1
1709230;9000;12/02/2020;1
1709230;9000;13/02/2020;1
1709230;9000;14/02/2020;1
1709230;9000;15/02/2020;1
1709230;9000;16/02/2020;1
1709230;9000;17/02/2020;1
1709230;9000;18/02/2020;1
1709230;9000;19/02/2020;1
1709230;9000;20/02/2020;1
1709230;9000;21/02/2020;1
1709230;9000;22/02/2020;1
1709230;9000;23/02/2020;1
60016853;9000;07/02/2020;1
60016853;9000;08/02/2020;1
60016853;9000;09/02/2020;1
60016853;9000;10/02/2020;1
60016853;9000;11/02/2020;1
60016853;9000;12/02/2020;1
60016853;9000;13/02/2020;1
60016853;9000;14/02/2020;1
60016853;9000;15/02/2020;1
60016853;9000;16/02/2020;1
60016853;9000;17/02/2020;1
60016853;9000;18/02/2020;1
60016853;9000;19/02/2020;1
60016853;9000;20/02/2020;1
60016853;9000;21/02/2020;1
60016853;9000;22/02/2020;1
1639033;9000;26/02/2020;1
1639033;9000;27/02/2020;1
1639033;9000;28/02/2020;1
1639033;9000;29/02/2020;1
1639033;9000;01/03/2020;1
1639033;9000;02/03/2020;1
1639033;9000;03/03/2020;1
1639033;9000;04/03/2020;1
1639033;9000;05/03/2020;1
1639033;9000;06/03/2020;1
1695053;9000;02/03/2020;1
1695053;9000;03/03/2020;1
1695053;9000;04/03/2020;1
1695053;9000;05/03/2020;1
1695053;9000;06/03/2020;1
1623903;2021;26/02/2020;1
1628432;9000;07/02/2020;1
1628432;9000;08/02/2020;1
1628432;9000;09/02/2020;1
1628432;9000;10/02/2020;1
1628432;9000;11/02/2020;1
1628432;9000;12/02/2020;1
1628432;9000;13/02/2020;1
1628432;9000;14/02/2020;1
1628432;9000;15/02/2020;1
1628432;9000;16/02/2020;1
1628432;9000;17/02/2020;1
1628432;9000;18/02/2020;1
1628432;9000;19/02/2020;1
1628432;9000;20/02/2020;1
1628432;9000;21/02/2020;1
1628432;9000;22/02/2020;1
1628432;9000;23/02/2020;1
1667353;9000;26/02/2020;1
1667353;9000;27/02/2020;1
1667353;9000;28/02/2020;1
1667353;9000;29/02/2020;1
1667353;9000;01/03/2020;1
1667353;9000;02/03/2020;1
1667353;9000;03/03/2020;1
1717701;9000;07/02/2020;1
1717701;9000;08/02/2020;1
1717701;9000;09/02/2020;1
1717701;9000;10/02/2020;1
1717701;9000;11/02/2020;1
1717701;9000;12/02/2020;1
1717701;9000;13/02/2020;1
1717701;9000;14/02/2020;1
1717701;9000;15/02/2020;1
1717701;9000;16/02/2020;1
1677384;9000;17/02/2020;1
1677384;9000;18/02/2020;1
1677384;9000;19/02/2020;1
1677384;9000;20/02/2020;1
1677384;9000;21/02/2020;1
1677384;9000;22/02/2020;1
1677384;9000;23/02/2020;1
1677384;9000;24/02/2020;1
1677384;9000;25/02/2020;1
1677384;9000;26/02/2020;1
1677384;9000;27/02/2020;1
1677384;9000;28/02/2020;1
1677384;9000;29/02/2020;1
1677384;9000;01/03/2020;1
1623465;9000;26/02/2020;1
1623465;9000;27/02/2020;1
1623465;9000;28/02/2020;1
1623465;9000;29/02/2020;1
1623465;9000;01/03/2020;1
1623465;9000;02/03/2020;1
1623465;9000;03/03/2020;1
1688473;9000;02/03/2020;1
1688473;9000;03/03/2020;1
1688473;9000;04/03/2020;1
1688473;9000;05/03/2020;1
1688473;9000;06/03/2020;1
1798252;9000;07/02/2020;1
1798252;9000;08/02/2020;1
1798252;9000;09/02/2020;1
1798252;9000;10/02/2020;1
1798252;9000;11/02/2020;1
1798252;9000;12/02/2020;1
1798252;9000;13/02/2020;1
1798252;9000;14/02/2020;1
1798252;9000;15/02/2020;1
1798252;9000;16/02/2020;1
1798252;9001;26/02/2020;1
60016904;9000;09/02/2020;1
60016904;9000;10/02/2020;1
60016904;9000;11/02/2020;1
60016904;9000;12/02/2020;1
60016904;9000;13/02/2020;1
60016904;9000;14/02/2020;1
60016904;9000;15/02/2020;1
60016904;9000;16/02/2020;1
60016904;9000;17/02/2020;1
60016904;9000;18/02/2020;1
60016904;9000;19/02/2020;1
60016904;9000;20/02/2020;1
60016904;9000;21/02/2020;1
60016904;9000;23/02/2020;1
1688478;9000;02/03/2020;1
1688478;9000;03/03/2020;1
1688478;9000;04/03/2020;1
1688478;9000;05/03/2020;1
1688478;9000;06/03/2020;1
1710916;9001;07/02/2020;1
1710916;9001;08/02/2020;1
1710916;9001;09/02/2020;1
1710916;9001;10/02/2020;1
1710916;9001;11/02/2020;1
1710916;9001;12/02/2020;1
1710916;9001;13/02/2020;1
1710916;9001;14/02/2020;1
1710916;9001;15/02/2020;1
1710916;9001;16/02/2020;1
1710916;9001;17/02/2020;1
1710916;9001;18/02/2020;1
1710916;9001;19/02/2020;1
1710916;9001;20/02/2020;1
1710916;9001;21/02/2020;1
1710916;9001;22/02/2020;1
1710916;9001;23/02/2020;1
1710916;9001;24/02/2020;1
1710916;9001;25/02/2020;1
1710916;9001;26/02/2020;1
1710916;9001;27/02/2020;1
1710916;9001;28/02/2020;1
1710916;9001;29/02/2020;1
1710916;9001;01/03/2020;1
1710916;9001;02/03/2020;1
1710916;9001;03/03/2020;1
1710916;9001;04/03/2020;1
1710916;9001;05/03/2020;1
1710916;9001;06/03/2020;1
1631921;9000;07/02/2020;1
1631921;9000;08/02/2020;1
1631921;9000;09/02/2020;1
1631921;9000;10/02/2020;1
1631921;9000;11/02/2020;1
1631921;9000;12/02/2020;1
1631921;9000;13/02/2020;1
1631921;9000;14/02/2020;1
1631921;9000;15/02/2020;1
1631921;9000;16/02/2020;1
1631921;9000;17/02/2020;1
1631921;9000;18/02/2020;1
1631921;9000;19/02/2020;1
1631921;9000;20/02/2020;1
1631921;9000;21/02/2020;1
1631921;9000;22/02/2020;1
1631921;9000;23/02/2020;1
1709547;9000;10/02/2020;1
1709547;9000;11/02/2020;1
1709547;9000;12/02/2020;1
1709547;9000;13/02/2020;1
1709547;9000;14/02/2020;1
1709547;9000;15/02/2020;1
1709547;9000;16/02/2020;1
1709547;9000;17/02/2020;1
1709547;9000;18/02/2020;1
1709547;9000;19/02/2020;1
1709547;9000;20/02/2020;1
1709547;9000;21/02/2020;1
1709547;9000;22/02/2020;1
1709547;9000;23/02/2020;1
1709547;9001;03/03/2020;1
1709547;9001;04/03/2020;1
1709547;9001;05/03/2020;1
1709547;9001;06/03/2020;1
1694970;9000;07/02/2020;1
1694970;9000;08/02/2020;1
1694970;9000;09/02/2020;1
1694970;9000;10/02/2020;1
1694970;9000;11/02/2020;1
1694970;9000;12/02/2020;1
1694970;9000;13/02/2020;1
1694970;9000;14/02/2020;1
1694970;9000;15/02/2020;1
1694970;9000;16/02/2020;1
1694970;9000;17/02/2020;1
1694970;9000;18/02/2020;1
1694970;9000;19/02/2020;1
1694970;9000;20/02/2020;1
1694970;9000;21/02/2020;1
1694970;9000;22/02/2020;1
1694970;9000;23/02/2020;1
1700192;9000;07/02/2020;1
1700192;9000;08/02/2020;1
1700192;9000;09/02/2020;1
1700192;9000;10/02/2020;1
1700192;9000;11/02/2020;1
1700192;9000;12/02/2020;1
1700192;9000;13/02/2020;1
1700192;9000;14/02/2020;1
1700192;9000;15/02/2020;1
1700192;9000;16/02/2020;1
1700192;9000;17/02/2020;1
1700192;9000;18/02/2020;1
1700192;9000;19/02/2020;1
1700192;9000;20/02/2020;1
1700192;9000;21/02/2020;1
1700192;9000;22/02/2020;1
1700192;9000;23/02/2020;1
1572027;9000;07/02/2020;1
1572027;9000;08/02/2020;1
1572027;9000;09/02/2020;1
1572027;9000;10/02/2020;1
1572027;9000;11/02/2020;1
1572027;9000;12/02/2020;1
1572027;9000;13/02/2020;1
1572027;9000;14/02/2020;1
1572027;9000;15/02/2020;1
1572027;9000;16/02/2020;1
1685168;9000;07/02/2020;1
1685168;9000;08/02/2020;1
1685168;9000;09/02/2020;1
1685168;9000;10/02/2020;1
1685168;9000;11/02/2020;1
1685168;9000;12/02/2020;1
1685168;9000;13/02/2020;1
1685168;9000;14/02/2020;1
1685168;9000;15/02/2020;1
1685168;9000;16/02/2020;1
1703609;9000;10/02/2020;1
1703609;9000;11/02/2020;1
1703609;9000;12/02/2020;1
1703609;9000;13/02/2020;1
1703609;9000;14/02/2020;1
1703609;9000;15/02/2020;1
1703609;9000;16/02/2020;1
1703609;9000;17/02/2020;1
1703609;9000;18/02/2020;1
1703609;9000;19/02/2020;1
1703609;9000;20/02/2020;1
1703609;9000;21/02/2020;1
1703609;9000;22/02/2020;1
1703609;9000;23/02/2020;1
1699659;9001;13/02/2020;1
1699659;9001;14/02/2020;1
1699659;9001;15/02/2020;1
1699659;9006;05/03/2020;1
1699659;9001;06/03/2020;1
1699644;9000;07/02/2020;1
1699644;9000;08/02/2020;1
1699644;9000;09/02/2020;1
1699644;9000;10/02/2020;1
1699644;9000;11/02/2020;1
1699644;9000;12/02/2020;1
1699644;9000;13/02/2020;1
1699644;9000;14/02/2020;1
1699644;9000;15/02/2020;1
1699644;9000;16/02/2020;1
1711570;9000;10/02/2020;1
1711570;9000;11/02/2020;1
1711570;9000;12/02/2020;1
1711570;9000;13/02/2020;1
1711570;9000;14/02/2020;1
1711570;9000;15/02/2020;1
1711570;9000;16/02/2020;1
1711570;9000;17/02/2020;1
1711570;9000;18/02/2020;1
1711570;9000;19/02/2020;1
1711570;9000;20/02/2020;1
1711570;9000;21/02/2020;1
1711570;9000;22/02/2020;1
1711570;9000;23/02/2020;1
1623567;9000;10/02/2020;1
1623567;9000;11/02/2020;1
1623567;9000;12/02/2020;1
1623567;9000;13/02/2020;1
1623567;9000;14/02/2020;1
1623567;9000;15/02/2020;1
1623567;9000;16/02/2020;1
1623567;9000;17/02/2020;1
1623567;9000;18/02/2020;1
1623567;9000;19/02/2020;1
1623567;9000;20/02/2020;1
1623567;9000;21/02/2020;1
1623567;9000;22/02/2020;1
1623567;9000;23/02/2020;1
1637984;9000;02/03/2020;1
1637984;9000;03/03/2020;1
1637984;9000;04/03/2020;1
1637984;9000;05/03/2020;1
1637984;9000;06/03/2020;1
1711371;9000;07/02/2020;1
1711371;9000;08/02/2020;1
1711371;9000;10/02/2020;1
1711371;9000;11/02/2020;1
1711371;9000;12/02/2020;1
1711371;9000;13/02/2020;1
1711371;9000;14/02/2020;1
1711371;9000;15/02/2020;1
1711371;9000;16/02/2020;1
1741705;9001;08/02/2020;1
1741705;9001;17/02/2020;1
1741705;9001;22/02/2020;1
1741705;9006;27/02/2020;1
1741705;9001;02/03/2020;1
1741705;9001;03/03/2020;1
1657942;9000;26/02/2020;1
1657942;9000;27/02/2020;1
1657942;9000;28/02/2020;1
1657942;9000;29/02/2020;1
1657942;9000;01/03/2020;1
1657942;9000;02/03/2020;1
1657942;9000;03/03/2020;1
1657942;9000;04/03/2020;1
1657942;9000;05/03/2020;1
1657942;9000;06/03/2020;1
1699660;9000;07/02/2020;1
1699660;9000;08/02/2020;1
1699660;9000;09/02/2020;1
1699660;9000;10/02/2020;1
1699660;9000;11/02/2020;1
1699660;9000;12/02/2020;1
1699660;9000;13/02/2020;1
1699660;9000;14/02/2020;1
1699660;9000;15/02/2020;1
1699660;9000;16/02/2020;1
1699660;9006;22/02/2020;1
1764663;9000;07/02/2020;1
1764663;9000;08/02/2020;1
1764663;9000;09/02/2020;1
1764663;9000;10/02/2020;1
1764663;9000;11/02/2020;1
1764663;9000;12/02/2020;1
1764663;9000;13/02/2020;1
1764663;9000;14/02/2020;1
1764663;9000;15/02/2020;1
1764663;9000;16/02/2020;1
1764663;9000;17/02/2020;1
1764663;9000;18/02/2020;1
1764663;9000;19/02/2020;1
1764663;9000;20/02/2020;1
1764663;9000;21/02/2020;1
1764663;9000;22/02/2020;1
1764663;9000;23/02/2020;1
60017005;9000;07/02/2020;1
60017005;9000;08/02/2020;1
60017005;9000;09/02/2020;1
60017005;9000;10/02/2020;1
60017005;9000;11/02/2020;1
60017005;9000;12/02/2020;1
60017005;9000;13/02/2020;1
60017005;9000;14/02/2020;1
60017005;9000;15/02/2020;1
60017005;9000;16/02/2020;1
1760880;9000;07/02/2020;1
1760880;9000;08/02/2020;1
1760880;9000;09/02/2020;1
1760880;9000;10/02/2020;1
1760880;9000;11/02/2020;1
1760880;9000;12/02/2020;1
1760880;9000;13/02/2020;1
1760880;9000;14/02/2020;1
1760880;9000;15/02/2020;1
1760880;9000;16/02/2020;1
1760880;9001;05/03/2020;1
1700197;9001;27/02/2020;1
1701147;9002;07/02/2020;1
1701147;9002;08/02/2020;1
1701147;9002;09/02/2020;1
1701147;9002;10/02/2020;1
1701147;9002;11/02/2020;1
1701147;9002;12/02/2020;1
1701147;9002;13/02/2020;1
1701147;9002;14/02/2020;1
1701147;9002;15/02/2020;1
1701147;9002;16/02/2020;1
1701147;9002;17/02/2020;1
1701147;9002;18/02/2020;1
1701147;9002;19/02/2020;1
1701147;9002;20/02/2020;1
1741704;9001;08/02/2020;1
1741704;9001;09/02/2020;1
1741704;9001;10/02/2020;1
1741704;9001;11/02/2020;1
1741704;9006;21/02/2020;1
1741704;9006;22/02/2020;1
1741704;9006;26/02/2020;1
1741704;9006;27/02/2020;1
1741704;9006;28/02/2020;1
1741704;9006;29/02/2020;1
1741704;9006;02/03/2020;1
1741704;9006;03/03/2020;1
1741704;9006;04/03/2020;1
1741704;9006;05/03/2020;1
1741704;9006;06/03/2020;1
1700161;9007;10/02/2020;1
1700161;9007;11/02/2020;1
1817627;9000;10/02/2020;1
1817627;9000;11/02/2020;1
1817627;9000;12/02/2020;1
1817627;9000;13/02/2020;1
1817627;9000;14/02/2020;1
1817627;9000;15/02/2020;1
1817627;9000;16/02/2020;1
1817627;9000;17/02/2020;1
1817627;9000;18/02/2020;1
1817627;9000;19/02/2020;1
1817627;9000;20/02/2020;1
1817627;9000;21/02/2020;1
1817627;9000;22/02/2020;1
1817627;9000;23/02/2020;1
1700213;9000;02/03/2020;1
1700213;9000;03/03/2020;1
1700213;9000;04/03/2020;1
1700213;9000;05/03/2020;1
1700213;9000;06/03/2020;1
60016988;9000;10/02/2020;1
60016988;9000;11/02/2020;1
60016988;9000;12/02/2020;1
60016988;9000;13/02/2020;1
60016988;9000;14/02/2020;1
60016988;9000;15/02/2020;1
60016988;9000;16/02/2020;1
60016988;9000;17/02/2020;1
60016988;9000;18/02/2020;1
60016988;9000;19/02/2020;1
60016988;9000;20/02/2020;1
60016988;9000;21/02/2020;1
